name,type_id,1st,2nd,3rd,4th,5th
富豪级生物安全机动队涂装,55303,舰船涂装,护卫舰,标准护卫舰,艾玛,
检察官级生物安全机动队涂装,55304,舰船涂装,护卫舰,标准护卫舰,艾玛,
巨神兵级生物安全机动队涂装,55305,舰船涂装,护卫舰,标准护卫舰,艾玛,
惩罚者级生物安全机动队涂装,55306,舰船涂装,护卫舰,标准护卫舰,艾玛,
先驱者级生物安全机动队涂装,55307,舰船涂装,战列巡洋舰,标准战列巡洋舰,艾玛,
预言级生物安全机动队涂装,55308,舰船涂装,战列巡洋舰,标准战列巡洋舰,艾玛,
先知级生物安全机动队涂装,55309,舰船涂装,战列巡洋舰,标准战列巡洋舰,艾玛,
地狱天使级生物安全机动队涂装,55310,舰船涂装,战列舰,标准战列舰,艾玛,
灾难级生物安全机动队涂装,55311,舰船涂装,战列舰,标准战列舰,艾玛,
恩赐者级生物安全机动队涂装,55312,舰船涂装,运载舰和工业舰,标准运载舰,艾玛,
神使级生物安全机动队涂装,55313,舰船涂装,旗舰,泰坦,标准泰坦,艾玛
神示级生物安全机动队涂装,55314,舰船涂装,旗舰,无畏舰,标准无畏舰,艾玛
万古级生物安全机动队涂装,55315,舰船涂装,旗舰,航空母舰,标准航空母舰,艾玛
执政官级生物安全机动队涂装,55316,舰船涂装,旗舰,航空母舰,标准航空母舰,艾玛
末日沙场级生物安全机动队涂装,55317,舰船涂装,战列舰,标准战列舰,艾玛,
磨难级生物安全机动队涂装,55318,舰船涂装,护卫舰,标准护卫舰,艾玛,
刽子手级生物安全机动队涂装,55319,舰船涂装,护卫舰,标准护卫舰,艾玛,
使徒级生物安全机动队涂装,55320,舰船涂装,旗舰,战力辅助舰,艾玛,
普罗维登斯级生物安全机动队涂装,55321,舰船涂装,旗舰,货舰,艾玛,
魔符级生物安全机动队涂装,55322,舰船涂装,运载舰和工业舰,标准运载舰,艾玛,
强制者级生物安全机动队涂装,55323,舰船涂装,驱逐舰,标准驱逐舰,艾玛,
龙骑兵级生物安全机动队涂装,55324,舰船涂装,驱逐舰,标准驱逐舰,艾玛,
忏悔者级生物安全机动队涂装,55325,舰船涂装,驱逐舰,高级驱逐舰,战术驱逐舰,艾玛
主宰级生物安全机动队涂装,55326,舰船涂装,巡洋舰,标准巡洋舰,艾玛,
启示级生物安全机动队涂装,55327,舰船涂装,巡洋舰,标准巡洋舰,艾玛,
暴君级生物安全机动队涂装,55328,舰船涂装,巡洋舰,标准巡洋舰,艾玛,
奥格诺级生物安全机动队涂装,55329,舰船涂装,巡洋舰,标准巡洋舰,艾玛,
圣卒级生物安全机动队涂装,55330,舰船涂装,巡洋舰,高级巡洋舰,战略巡洋舰,艾玛
艾玛穿梭机生物安全机动队涂装,55331,舰船涂装,穿梭机,艾玛,,
帝国号生物安全机动队涂装,55332,舰船涂装,轻型护卫舰,标准轻型护卫舰,艾玛,
奥格诺级海军型生物安全机动队涂装,55333,舰船涂装,巡洋舰,势力巡洋舰,海军势力,
先驱者级海军型生物安全机动队涂装,55334,舰船涂装,战列巡洋舰,势力战列巡洋舰,海军势力,
末日沙场级海军型生物安全机动队涂装,55335,舰船涂装,战列舰,势力战列舰,海军势力,
灾难级海军型生物安全机动队涂装,55336,舰船涂装,战列舰,势力战列舰,海军势力,
帝国海军切割机级生物安全机动队涂装,55337,舰船涂装,护卫舰,势力护卫舰,海军势力,
磨难级海军型生物安全机动队涂装,55338,舰船涂装,护卫舰,势力护卫舰,海军势力,
启示级海军型生物安全机动队涂装,55339,舰船涂装,巡洋舰,势力巡洋舰,海军势力,
复仇级生物安全机动队涂装,55340,舰船涂装,护卫舰,高级护卫舰,突击护卫舰,艾玛
永灭级生物安全机动队涂装,55341,舰船涂装,战列巡洋舰,高级战列巡洋舰,指挥舰,艾玛
咒逐级生物安全机动队涂装,55342,舰船涂装,护卫舰,高级护卫舰,隐形特勤舰,艾玛
激进级生物安全机动队涂装,55343,舰船涂装,运载舰和工业舰,高级运载舰,运输舰,艾玛
咒灭级生物安全机动队涂装,55344,舰船涂装,护卫舰,高级护卫舰,截击舰,艾玛
异端级生物安全机动队涂装,55345,舰船涂装,驱逐舰,高级驱逐舰,拦截舰,艾玛
渎圣级生物安全机动队涂装,55346,舰船涂装,巡洋舰,高级巡洋舰,重型突击巡洋舰,艾玛
诅咒级生物安全机动队涂装,55347,舰船涂装,巡洋舰,高级巡洋舰,侦察舰,艾玛
审判者级生物安全机动队涂装,55348,舰船涂装,护卫舰,高级护卫舰,突击护卫舰,艾玛
救赎级生物安全机动队涂装,55349,舰船涂装,战列巡洋舰,高级战列巡洋舰,指挥舰,艾玛
帕拉丁级生物安全机动队涂装,55350,舰船涂装,战列舰,高级战列舰,掠夺舰,艾玛
十字军级生物安全机动队涂装,55351,舰船涂装,护卫舰,高级护卫舰,截击舰,艾玛
方舟级生物安全机动队涂装,55352,舰船涂装,旗舰,战略货舰,艾玛,
执事级生物安全机动队涂装,55353,舰船涂装,护卫舰,高级护卫舰,后勤护卫舰,艾玛
教皇级生物安全机动队涂装,55354,舰船涂装,驱逐舰,高级驱逐舰,指挥驱逐舰,艾玛
守卫级生物安全机动队涂装,55355,舰船涂装,巡洋舰,高级巡洋舰,后勤舰,艾玛
朝圣级生物安全机动队涂装,55356,舰船涂装,巡洋舰,高级巡洋舰,侦察舰,艾玛
流式细胞分析奖励箱,55358,特别版用品,特别版商品,,,
高级流式细胞分析奖励箱,55359,特别版用品,特别版商品,,,
电弧弦范围放大研究,55511,技能,射击学,,,
狞獾级生物安全机动队涂装,55512,舰船涂装,巡洋舰,标准巡洋舰,加达里,
金鹏级生物安全机动队涂装,55513,舰船涂装,巡洋舰,高级巡洋舰,战略巡洋舰,加达里
黑鸟级生物安全机动队涂装,55514,舰船涂装,巡洋舰,标准巡洋舰,加达里,
獾级生物安全机动队涂装,55515,舰船涂装,运载舰和工业舰,标准运载舰,加达里,
狐鼬级生物安全机动队涂装,55516,舰船涂装,运载舰和工业舰,标准运载舰,加达里,
凤凰级生物安全机动队涂装,55517,舰船涂装,旗舰,无畏舰,标准无畏舰,加达里
奇美拉级生物安全机动队涂装,55518,舰船涂装,旗舰,航空母舰,标准航空母舰,加达里
飞龙级生物安全机动队涂装,55519,舰船涂装,旗舰,航空母舰,标准航空母舰,加达里
勒维亚坦级生物安全机动队涂装,55520,舰船涂装,旗舰,泰坦,标准泰坦,加达里
毒蝎级生物安全机动队涂装,55521,舰船涂装,战列舰,标准战列舰,加达里,
鹏鲲级生物安全机动队涂装,55522,舰船涂装,战列舰,标准战列舰,加达里,
乌鸦级生物安全机动队涂装,55523,舰船涂装,战列舰,标准战列舰,加达里,
娜迦级生物安全机动队涂装,55524,舰船涂装,战列巡洋舰,标准战列巡洋舰,加达里,
猛鲑级生物安全机动队涂装,55525,舰船涂装,战列巡洋舰,标准战列巡洋舰,加达里,
幼龙级生物安全机动队涂装,55526,舰船涂装,战列巡洋舰,标准战列巡洋舰,加达里,
渡神级生物安全机动队涂装,55527,舰船涂装,旗舰,货舰,加达里,
苍鹭级生物安全机动队涂装,55528,舰船涂装,护卫舰,标准护卫舰,加达里,
茶隼级生物安全机动队涂装,55529,舰船涂装,护卫舰,标准护卫舰,加达里,
小鹰级生物安全机动队涂装,55530,舰船涂装,护卫舰,标准护卫舰,加达里,
寒鸦级生物安全机动队涂装,55531,舰船涂装,驱逐舰,高级驱逐舰,战术驱逐舰,加达里
矮脚鸡级生物安全机动队涂装,55532,舰船涂装,护卫舰,标准护卫舰,加达里,
伊毕斯号生物安全机动队涂装,55533,舰船涂装,轻型护卫舰,标准轻型护卫舰,加达里,
加达里穿梭机生物安全机动队涂装,55534,舰船涂装,穿梭机,加达里,,
狮鹫级生物安全机动队涂装,55535,舰船涂装,护卫舰,标准护卫舰,加达里,
秃鹫级生物安全机动队涂装,55536,舰船涂装,护卫舰,标准护卫舰,加达里,
龙鸟级生物安全机动队涂装,55537,舰船涂装,旗舰,战力辅助舰,加达里,
巨鸟级生物安全机动队涂装,55538,舰船涂装,巡洋舰,标准巡洋舰,加达里,
鱼鹰级生物安全机动队涂装,55539,舰船涂装,巡洋舰,标准巡洋舰,加达里,
渡鸦级生物安全机动队涂装,55540,舰船涂装,驱逐舰,标准驱逐舰,加达里,
海燕级生物安全机动队涂装,55541,舰船涂装,驱逐舰,标准驱逐舰,加达里,
狞獾级海军型生物安全机动队涂装,55542,舰船涂装,巡洋舰,势力巡洋舰,海军势力,
乌鸦级海军型生物安全机动队涂装,55543,舰船涂装,战列舰,势力战列舰,海军势力,
毒蝎级海军型生物安全机动队涂装,55544,舰船涂装,战列舰,势力战列舰,海军势力,
幼龙级海军型生物安全机动队涂装,55545,舰船涂装,战列巡洋舰,势力战列巡洋舰,海军势力,
鱼鹰级海军型生物安全机动队涂装,55546,舰船涂装,巡洋舰,势力巡洋舰,海军势力,
加达里海军霍克比尔级生物安全机动队涂装,55547,舰船涂装,护卫舰,势力护卫舰,海军势力,
狮鹫级海军型生物安全机动队涂装,55548,舰船涂装,护卫舰,势力护卫舰,海军势力,
希尔博拉斯级生物安全机动队涂装,55549,舰船涂装,巡洋舰,高级巡洋舰,重型突击巡洋舰,加达里
魔像级生物安全机动队涂装,55550,舰船涂装,战列舰,高级战列舰,掠夺舰,加达里
大鸨级生物安全机动队涂装,55551,舰船涂装,运载舰和工业舰,高级运载舰,运输舰,加达里
战鹰级生物安全机动队涂装,55552,舰船涂装,护卫舰,高级护卫舰,突击护卫舰,加达里
蝎尾怪级生物安全机动队涂装,55553,舰船涂装,护卫舰,高级护卫舰,隐形特勤舰,加达里
狐妖级生物安全机动队涂装,55554,舰船涂装,护卫舰,高级护卫舰,电子攻击护卫舰,加达里
猛禽级生物安全机动队涂装,55555,舰船涂装,护卫舰,高级护卫舰,截击舰,加达里
皇冠蜥级生物安全机动队涂装,55556,舰船涂装,巡洋舰,高级巡洋舰,后勤舰,加达里
麒麟级生物安全机动队涂装,55557,舰船涂装,护卫舰,高级护卫舰,后勤护卫舰,加达里
寡妇级生物安全机动队涂装,55558,舰船涂装,战列舰,高级战列舰,黑隐特勤舰,加达里
夜鹰级生物安全机动队涂装,55559,舰船涂装,战列巡洋舰,高级战列巡洋舰,指挥舰,加达里
飞燕级生物安全机动队涂装,55560,舰船涂装,驱逐舰,高级驱逐舰,拦截舰,加达里
天鹤级生物安全机动队涂装,55561,舰船涂装,运载舰和工业舰,高级运载舰,运输舰,加达里
黑鸦级生物安全机动队涂装,55562,舰船涂装,护卫舰,高级护卫舰,截击舰,加达里
白嘴鸦级生物安全机动队涂装,55563,舰船涂装,巡洋舰,高级巡洋舰,侦察舰,加达里
奥尼克斯级生物安全机动队涂装,55564,舰船涂装,巡洋舰,高级巡洋舰,重型拦截巡洋舰,加达里
鹳鸟级生物安全机动队涂装,55565,舰船涂装,驱逐舰,高级驱逐舰,指挥驱逐舰,加达里
银鹰级生物安全机动队涂装,55566,舰船涂装,巡洋舰,高级巡洋舰,重型突击巡洋舰,加达里
兀鹫级生物安全机动队涂装,55567,舰船涂装,战列巡洋舰,高级战列巡洋舰,指挥舰,加达里
奥鸟级生物安全机动队涂装,55568,舰船涂装,旗舰,战略货舰,加达里,
女妖级生物安全机动队涂装,55569,舰船涂装,护卫舰,高级护卫舰,突击护卫舰,加达里
秃鹰级生物安全机动队涂装,55570,舰船涂装,护卫舰,高级护卫舰,隐形特勤舰,加达里
战隼级生物安全机动队涂装,55571,舰船涂装,巡洋舰,高级巡洋舰,侦察舰,加达里
俄洛巴斯级生物安全机动队涂装,55572,舰船涂装,旗舰,泰坦,标准泰坦,盖伦特
托勒克斯级生物安全机动队涂装,55573,舰船涂装,巡洋舰,标准巡洋舰,盖伦特,
送葬者级生物安全机动队涂装,55574,舰船涂装,巡洋舰,标准巡洋舰,盖伦特,
促进级生物安全机动队涂装,55575,舰船涂装,驱逐舰,标准驱逐舰,盖伦特,
阿尔格斯级生物安全机动队涂装,55576,舰船涂装,驱逐舰,标准驱逐舰,盖伦特,
星空级生物安全机动队涂装,55577,舰船涂装,巡洋舰,标准巡洋舰,盖伦特,
万王宝座级生物安全机动队涂装,55578,舰船涂装,战列舰,标准战列舰,盖伦特,
多米尼克斯级生物安全机动队涂装,55579,舰船涂装,战列舰,标准战列舰,盖伦特,
亥伯龙神级生物安全机动队涂装,55580,舰船涂装,战列舰,标准战列舰,盖伦特,
布鲁提克斯级生物安全机动队涂装,55581,舰船涂装,战列巡洋舰,标准战列巡洋舰,盖伦特,
弥洱米顿级生物安全机动队涂装,55582,舰船涂装,战列巡洋舰,标准战列巡洋舰,盖伦特,
塔洛斯级生物安全机动队涂装,55583,舰船涂装,战列巡洋舰,标准战列巡洋舰,盖伦特,
赫卡特级生物安全机动队涂装,55584,舰船涂装,驱逐舰,高级驱逐舰,战术驱逐舰,盖伦特
纳维达斯级生物安全机动队涂装,55585,舰船涂装,护卫舰,标准护卫舰,盖伦特,
特里斯坦级生物安全机动队涂装,55586,舰船涂装,护卫舰,标准护卫舰,盖伦特,
克琉斯级生物安全机动队涂装,55587,舰船涂装,运载舰和工业舰,标准运载舰,盖伦特,
伊特龙级MKV生物安全机动队涂装,55588,舰船涂装,运载舰和工业舰,标准运载舰,盖伦特,
埃比斯级生物安全机动队涂装,55589,舰船涂装,运载舰和工业舰,标准运载舰,盖伦特,
夜神级生物安全机动队涂装,55590,舰船涂装,旗舰,航空母舰,标准航空母舰,盖伦特
绝念级生物安全机动队涂装,55591,舰船涂装,旗舰,航空母舰,标准航空母舰,盖伦特
莫洛级生物安全机动队涂装,55592,舰船涂装,旗舰,无畏舰,标准无畏舰,盖伦特
维拉托尔号生物安全机动队涂装,55593,舰船涂装,轻型护卫舰,标准轻型护卫舰,盖伦特,
盖伦特穿梭机生物安全机动队涂装,55594,舰船涂装,穿梭机,,,
伊米卡斯级生物安全机动队涂装,55595,舰船涂装,护卫舰,标准护卫舰,盖伦特,
阿特龙级生物安全机动队涂装,55596,舰船涂装,护卫舰,标准护卫舰,盖伦特,
毛鲁斯级生物安全机动队涂装,55597,舰船涂装,护卫舰,标准护卫舰,盖伦特,
因卡萨斯级生物安全机动队涂装,55598,舰船涂装,护卫舰,标准护卫舰,盖伦特,
米亚莫斯级生物安全机动队涂装,55599,舰船涂装,运载舰和工业舰,标准运载舰,盖伦特,
涅鲁斯级生物安全机动队涂装,55600,舰船涂装,运载舰和工业舰,标准运载舰,盖伦特,
方尖塔级生物安全机动队涂装,55601,舰船涂装,旗舰,货舰,盖伦特,
尼纳苏级生物安全机动队涂装,55602,舰船涂装,旗舰,战力辅助舰,盖伦特,
狂怒者级生物安全机动队涂装,55603,舰船涂装,巡洋舰,标准巡洋舰,盖伦特,
海神级生物安全机动队涂装,55604,舰船涂装,巡洋舰,高级巡洋舰,战略巡洋舰,盖伦特
毛鲁斯级海军型生物安全机动队涂装,55605,舰船涂装,护卫舰,势力护卫舰,海军势力,
联邦海军彗星级生物安全机动队涂装,55606,舰船涂装,护卫舰,势力护卫舰,海军势力,
布鲁提克斯级海军型生物安全机动队涂装,55607,舰船涂装,战列巡洋舰,势力战列巡洋舰,海军势力,
万王宝座级海军型生物安全机动队涂装,55608,舰船涂装,战列舰,势力战列舰,海军势力,
多米尼克斯级海军型生物安全机动队涂装,55609,舰船涂装,战列舰,势力战列舰,海军势力,
送葬者级海军型生物安全机动队涂装,55610,舰船涂装,巡洋舰,势力巡洋舰,海军势力,
狂怒者级海军型生物安全机动队涂装,55611,舰船涂装,巡洋舰,势力巡洋舰,海军势力,
阿施塔特级生物安全机动队涂装,55612,舰船涂装,战列巡洋舰,高级战列巡洋舰,指挥舰,盖伦特
塔纳尼斯级生物安全机动队涂装,55613,舰船涂装,护卫舰,高级护卫舰,截击舰,盖伦特
克勒斯级生物安全机动队涂装,55614,舰船涂装,护卫舰,高级护卫舰,电子攻击护卫舰,盖伦特
纳美西斯级生物安全机动队涂装,55615,舰船涂装,护卫舰,高级护卫舰,隐形特勤舰,盖伦特
旅行者级生物安全机动队涂装,55616,舰船涂装,运载舰和工业舰,高级运载舰,运输舰,盖伦特
克洛诺斯级生物安全机动队涂装,55617,舰船涂装,战列舰,高级战列舰,掠夺舰,盖伦特
戴默斯级生物安全机动队涂装,55618,舰船涂装,巡洋舰,高级巡洋舰,重型突击巡洋舰,盖伦特
埃拉兹级生物安全机动队涂装,55619,舰船涂装,巡洋舰,高级巡洋舰,侦察舰,盖伦特
占星级生物安全机动队涂装,55620,舰船涂装,驱逐舰,高级驱逐舰,指挥驱逐舰,盖伦特
罪恶级生物安全机动队涂装,55621,舰船涂装,战列舰,高级战列舰,黑隐特勤舰,盖伦特
曙光女神级生物安全机动队涂装,55622,舰船涂装,战列巡洋舰,高级战列巡洋舰,指挥舰,盖伦特
伊什库尔级生物安全机动队涂装,55623,舰船涂装,护卫舰,高级护卫舰,突击护卫舰,盖伦特
太阳神级生物安全机动队涂装,55624,舰船涂装,护卫舰,高级护卫舰,隐形特勤舰,盖伦特
安莎尔级生物安全机动队涂装,55625,舰船涂装,旗舰,战略货舰,盖伦特,
伊什塔级生物安全机动队涂装,55626,舰船涂装,巡洋舰,高级巡洋舰,重型突击巡洋舰,盖伦特
女式'纯度矢量'面部改装,55015,服饰,饰品,身体改装,,
厄里斯级生物安全机动队涂装,55628,舰船涂装,驱逐舰,高级驱逐舰,拦截舰,盖伦特
塔利亚级生物安全机动队涂装,55629,舰船涂装,护卫舰,高级护卫舰,后勤护卫舰,盖伦特
恩尤级生物安全机动队涂装,55630,舰船涂装,护卫舰,高级护卫舰,突击护卫舰,盖伦特
阿瑞斯级生物安全机动队涂装,55631,舰船涂装,护卫舰,高级护卫舰,截击舰,盖伦特
奥卡托级生物安全机动队涂装,55632,舰船涂装,运载舰和工业舰,高级运载舰,运输舰,盖伦特
伏波斯级生物安全机动队涂装,55633,舰船涂装,巡洋舰,高级巡洋舰,重型拦截巡洋舰,盖伦特
奥内罗斯级生物安全机动队涂装,55634,舰船涂装,巡洋舰,高级巡洋舰,后勤舰,盖伦特
拉克希斯级生物安全机动队涂装,55635,舰船涂装,巡洋舰,高级巡洋舰,侦察舰,盖伦特
男式'医学'面部改装,55014,服饰,饰品,身体改装,,
挑战级生物安全机动队涂装,55637,舰船涂装,巡洋舰,标准巡洋舰,米玛塔尔,
拉格纳洛克级生物安全机动队涂装,55638,舰船涂装,旗舰,泰坦,标准泰坦,米玛塔尔
分裂者级生物安全机动队涂装,55639,舰船涂装,护卫舰,标准护卫舰,米玛塔尔,
爆发级生物安全机动队涂装,55640,舰船涂装,护卫舰,标准护卫舰,米玛塔尔,
米玛塔尔穿梭机生物安全机动队涂装,55641,舰船涂装,穿梭机,米玛塔尔,,
死神号生物安全机动队涂装,55642,舰船涂装,轻型护卫舰,标准轻型护卫舰,米玛塔尔,
裂谷级生物安全机动队涂装,55643,舰船涂装,护卫舰,标准护卫舰,米玛塔尔,
探索级生物安全机动队涂装,55644,舰船涂装,护卫舰,标准护卫舰,米玛塔尔,
守夜者级生物安全机动队涂装,55645,舰船涂装,护卫舰,标准护卫舰,米玛塔尔,
伐木者级生物安全机动队涂装,55646,舰船涂装,护卫舰,标准护卫舰,米玛塔尔,
斯威普级生物安全机动队涂装,55647,舰船涂装,驱逐舰,高级驱逐舰,战术驱逐舰,
长尾鲛级生物安全机动队涂装,55648,舰船涂装,驱逐舰,标准驱逐舰,米玛塔尔,
刺客级生物安全机动队涂装,55649,舰船涂装,巡洋舰,标准巡洋舰,米玛塔尔,
镰刀级生物安全机动队涂装,55650,舰船涂装,巡洋舰,标准巡洋舰,米玛塔尔,
断崖级生物安全机动队涂装,55651,舰船涂装,巡洋舰,标准巡洋舰,米玛塔尔,
洛基级生物安全机动队涂装,55652,舰船涂装,巡洋舰,高级巡洋舰,战略巡洋舰,米玛塔尔
利夫级生物安全机动队涂装,55653,舰船涂装,旗舰,战力辅助舰,米玛塔尔,
死亡漩涡级生物安全机动队涂装,55654,舰船涂装,战列舰,标准战列舰,米玛塔尔,
狂暴级生物安全机动队涂装,55655,舰船涂装,战列舰,标准战列舰,米玛塔尔,
芬利厄级生物安全机动队涂装,55656,舰船涂装,旗舰,货舰,米玛塔尔,
猛犸级生物安全机动队涂装,55657,舰船涂装,运载舰和工业舰,标准运载舰,米玛塔尔,
环绕级生物安全机动队涂装,55658,舰船涂装,运载舰和工业舰,标准运载舰,米玛塔尔,
龙卷风级生物安全机动队涂装,55659,舰船涂装,战列巡洋舰,标准战列巡洋舰,米玛塔尔,
飓风级生物安全机动队涂装,55660,舰船涂装,战列巡洋舰,标准战列巡洋舰,米玛塔尔,
暴风级生物安全机动队涂装,55661,舰船涂装,战列巡洋舰,标准战列巡洋舰,米玛塔尔,
囤积者级生物安全机动队涂装,55662,舰船涂装,运载舰和工业舰,标准运载舰,米玛塔尔,
台风级生物安全机动队涂装,55663,舰船涂装,战列舰,标准战列舰,米玛塔尔,
纳迦法级生物安全机动队涂装,55664,舰船涂装,旗舰,无畏舰,标准无畏舰,米玛塔尔
冥府级生物安全机动队涂装,55665,舰船涂装,旗舰,航空母舰,标准航空母舰,米玛塔尔
尼铎格尔级生物安全机动队涂装,55666,舰船涂装,旗舰,航空母舰,标准航空母舰,米玛塔尔
弯刀级生物安全机动队涂装,55667,舰船涂装,驱逐舰,标准驱逐舰,米玛塔尔,
镰刀级舰队型生物安全机动队涂装,55669,舰船涂装,巡洋舰,势力巡洋舰,海军势力,
刺客级舰队型生物安全机动队涂装,55670,舰船涂装,巡洋舰,势力巡洋舰,海军势力,
共和舰队火尾鸡级生物安全机动队涂装,55671,舰船涂装,护卫舰,势力护卫舰,海军势力,
守夜者级舰队型生物安全机动队涂装,55672,舰船涂装,护卫舰,势力护卫舰,海军势力,
暴风级舰队型生物安全机动队涂装,55673,舰船涂装,战列巡洋舰,势力战列巡洋舰,海军势力,
狂暴级舰队型生物安全机动队涂装,55674,舰船涂装,战列舰,势力战列舰,海军势力,
台风级舰队型生物安全机动队涂装,55675,舰船涂装,战列舰,势力战列舰,海军势力,
美洲虎级生物安全机动队涂装,55676,舰船涂装,护卫舰,高级护卫舰,突击护卫舰,米玛塔尔
猎豹级生物安全机动队涂装,55677,舰船涂装,护卫舰,高级护卫舰,隐形特勤舰,米玛塔尔
手术刀级生物安全机动队涂装,55678,舰船涂装,护卫舰,高级护卫舰,后勤护卫舰,米玛塔尔
流浪级生物安全机动队涂装,55679,舰船涂装,巡洋舰,高级巡洋舰,重型突击巡洋舰,米玛塔尔
游牧者级生物安全机动队涂装,55680,舰船涂装,旗舰,战略货舰,米玛塔尔,
巨象级生物安全机动队涂装,55681,舰船涂装,运载舰和工业舰,高级运载舰,运输舰,米玛塔尔
黑豹级生物安全机动队涂装,55682,舰船涂装,战列舰,高级战列舰,黑隐特勤舰,米玛塔尔
猎狼级生物安全机动队涂装,55683,舰船涂装,护卫舰,高级护卫舰,突击护卫舰,米玛塔尔
猎犬级生物安全机动队涂装,55684,舰船涂装,护卫舰,高级护卫舰,隐形特勤舰,米玛塔尔
利爪级生物安全机动队涂装,55685,舰船涂装,护卫舰,高级护卫舰,截击舰,米玛塔尔
缪宁级生物安全机动队涂装,55686,舰船涂装,巡洋舰,高级巡洋舰,重型突击巡洋舰,米玛塔尔
休津级生物安全机动队涂装,55687,舰船涂装,巡洋舰,高级巡洋舰,侦察舰,米玛塔尔
斯雷普尼级生物安全机动队涂装,55688,舰船涂装,战列巡洋舰,高级战列巡洋舰,指挥舰,米玛塔尔
恶狼级生物安全机动队涂装,55689,舰船涂装,战列舰,高级战列舰,掠夺舰,米玛塔尔
阔刀级生物安全机动队涂装,55690,舰船涂装,巡洋舰,高级巡洋舰,重型拦截巡洋舰,米玛塔尔
土狼级生物安全机动队涂装,55691,舰船涂装,护卫舰,高级护卫舰,电子攻击护卫舰,米玛塔尔
短剑级生物安全机动队涂装,55692,舰船涂装,护卫舰,高级护卫舰,截击舰,米玛塔尔
天梯级生物安全机动队涂装,55693,舰船涂装,驱逐舰,高级驱逐舰,指挥驱逐舰,米玛塔尔
剑齿虎级生物安全机动队涂装,55694,舰船涂装,驱逐舰,高级驱逐舰,拦截舰,米玛塔尔
曲剑级生物安全机动队涂装,55695,舰船涂装,巡洋舰,高级巡洋舰,后勤舰,米玛塔尔
长剑级生物安全机动队涂装,55696,舰船涂装,巡洋舰,高级巡洋舰,侦察舰,米玛塔尔
徘徊者级生物安全机动队涂装,55697,舰船涂装,运载舰和工业舰,高级运载舰,运输舰,米玛塔尔
月刃级生物安全机动队涂装,55698,舰船涂装,战列巡洋舰,高级战列巡洋舰,指挥舰,米玛塔尔
新星晨曦大脑加速器,55700,植入体和增效剂,大脑加速器,,,
月刃级自由之路涂装,55712,舰船涂装,战列巡洋舰,高级战列巡洋舰,指挥舰,米玛塔尔
暴风级自由之路涂装,55713,舰船涂装,战列巡洋舰,标准战列巡洋舰,米玛塔尔,
台风级自由之路涂装,55714,舰船涂装,战列舰,标准战列舰,米玛塔尔,
尼铎格尔级自由之路涂装,55715,舰船涂装,旗舰,航空母舰,标准航空母舰,米玛塔尔
冥府级自由之路涂装,55716,舰船涂装,旗舰,航空母舰,标准航空母舰,米玛塔尔
暴风级舰队型自由之路涂装,55717,舰船涂装,战列巡洋舰,势力战列巡洋舰,海军势力,
台风级舰队型自由之路涂装,55718,舰船涂装,战列舰,势力战列舰,海军势力,
守卫级大美星旅涂装,55719,舰船涂装,巡洋舰,高级巡洋舰,后勤舰,艾玛
地狱天使级大美星旅涂装,55720,舰船涂装,战列舰,标准战列舰,艾玛,
神示级大美星旅涂装,55721,舰船涂装,旗舰,无畏舰,标准无畏舰,艾玛
神使级大美星旅涂装,55722,舰船涂装,旗舰,泰坦,标准泰坦,艾玛
幼龙级大美星旅涂装,55723,舰船涂装,战列巡洋舰,标准战列巡洋舰,加达里,
天鹤级大美星旅涂装,55724,舰船涂装,运载舰和工业舰,高级运载舰,运输舰,加达里
凤凰级大美星旅涂装,55725,舰船涂装,旗舰,无畏舰,标准无畏舰,加达里
勒维亚坦级大美星旅涂装,55726,舰船涂装,旗舰,泰坦,标准泰坦,加达里
七月限时大脑加速器,55747,植入体和增效剂,大脑加速器,,,
女式'帝国信徒'贝雷帽,55751,服饰,饰品,头饰,,
女式'合众国守卫者'贝雷帽,55752,服饰,饰品,头饰,,
女式'联邦捍卫者'贝雷帽,55753,服饰,饰品,头饰,,
女式'共和国瓦基尔'贝雷帽,55754,服饰,饰品,头饰,,
男式'帝国信徒'贝雷帽,55755,服饰,饰品,头饰,,
男式'合众国守卫者'贝雷帽,55756,服饰,饰品,头饰,,
男式'联邦捍卫者'贝雷帽,55757,服饰,饰品,头饰,,
男式'共和国瓦基尔'贝雷帽,55758,服饰,饰品,头饰,,
打捞无人机 II,55760,无人机,打捞无人机,,,
'浸入'打捞无人机,55761,无人机,打捞无人机,,,
'浸入'打捞无人机蓝图,55763,蓝图和反应,无人机,打捞无人机,,
艾玛精英舰船驾驶速成许可证,55803,植入体和增效剂,大脑加速器,,,
加达里精英舰船驾驶速成许可证,55804,植入体和增效剂,大脑加速器,,,
盖伦特精英舰船驾驶速成许可证,55805,植入体和增效剂,大脑加速器,,,
米玛塔尔精英舰船驾驶速成许可证,55806,植入体和增效剂,大脑加速器,,,
米玛塔尔穿梭机内凡达涂装,55816,舰船涂装,穿梭机,米玛塔尔,,
环绕级内凡达涂装,55817,舰船涂装,运载舰和工业舰,标准运载舰,米玛塔尔,
专家大脑加速器,55826,植入体和增效剂,大脑加速器,,,
晨曦特别涂装箱,55827,特别版用品,特别版商品,,,
三神裔亚光速遥测装置,55830,贸易货物,三神裔数据,,,
三神裔超导数据传输装置,55831,贸易货物,三神裔数据,,,
三神裔全息影像转录器,55832,贸易货物,三神裔数据,,,
